Quote_Id,Quote_Date,Quote_Flag,Field_info1,Field_info2,Field_info3,Field_info4,Coverage_info1,Coverage_info2,Coverage_info3,Sales_info1,Sales_info2,Sales_info3,Sales_info4,Sales_info5,Personal_info1,Personal_info2,Personal_info3,Personal_info4,Personal_info5,Property_info1,Property_info2,Property_info3,Property_info4,Property_info5,Geographic_info1,Geographic_info2,Geographic_info3,Geographic_info4,Geographic_info5
0.0,14/5/14,0.0,B,"9,153",96.88760196994046,N,23.076923076923077,4.166666666666667,D,100.0,100.0,43.47826086956521,T,82.04085887012717,N,0.0,ZA,0.0,25.0,N,0.0,D,100.0,26.923076923076923,11.538461538461538,53.84615384615385,0.0,N,CA
0.0009587819633937046,19/6/13,100.0,J,"9,691",0.005394823252103206,Y,26.923076923076923,87.5,F,0.0,50.0,0.0,P,8.147949611364245,Y,73.07692307692307,XR,28.571428571428573,24.764424249817033,Y,,O,0.0,34.61538461538461,57.69230769230769,30.76923076923077,100.0,Y,TX
0.0038351278535748183,6/2/15,,F,"8,793",0.0,,7.6923076923076925,100.0,E,,25.0,82.60869565217392,V,88.82188272432175,,23.076923076923077,XD,14.285714285714286,0.0,,,R,,46.15384615384615,19.23076923076923,50.0,,,NJ
0.006711473743755933,15/10/14,,C,1.0101,56.7376673821724,,53.84615384615385,0.0,K,,75.0,86.95652173913044,Q,10.332350576253015,,26.923076923076923,ZH,42.85714285714286,100.0,,,N,,7.6923076923076925,46.15384615384615,26.923076923076923,,,IL
0.0076702557071496365,30/3/15,,K,"9,685",0.03880122877474228,,30.76923076923077,,J,,0.0,30.43478260869565,K,91.04499836207154,,19.23076923076923,YH,85.71428571428572,50.0,,,J,,100.0,53.84615384615385,88.46153846153845,,,
0.009587819633937046,24/2/14,,E,"8,746",58.39761299820415,,34.61538461538461,,C,,,60.869565217391305,M,86.61514637124394,,30.76923076923077,YF,100.0,,,,I,,42.30769230769231,7.6923076923076925,84.61538461538461,,,
0.010546601597330752,13/5/15,,A,887,100.0,,19.23076923076923,,A,,,13.043478260869565,R,81.22189463652879,,92.3076923076923,XX,,,,,S,,19.23076923076923,96.15384615384615,96.15384615384615,,,
0.011505383560724456,18/5/15,,D,1.2006,0.038075002567728375,,11.538461538461538,,G,,,95.65217391304348,,82.73027785222907,,100.0,ZJ,,,,,Q,,69.23076923076923,38.46153846153846,76.92307692307692,,,
0.013422947487511865,12/2/14,,,"9,919",,,61.53846153846154,,I,,,8.695652173913043,,78.41656987998451,,69.23076923076923,XM,,,,,A,,30.76923076923077,42.30769230769231,65.38461538461539,,,
0.014381729450905571,18/5/14,,,"9,403",,,15.384615384615385,,H,,,26.086956521739125,,44.95815837279252,,38.46153846153846,YE,,,,,G,,65.38461538461539,100.0,69.23076923076923,,,
