Quote_Id,Quote_Date,Quote_Flag,Field_info1,Field_info2,Field_info3,Field_info4,Coverage_info1,Coverage_info2,Coverage_info3,Sales_info1,Sales_info2,Sales_info3,Sales_info4,Sales_info5,Personal_info1,Personal_info2,Personal_info3,Personal_info4,Personal_info5,Property_info1,Property_info2,Property_info3,Property_info4,Property_info5,Geographic_info1,Geographic_info2,Geographic_info3,Geographic_info4,Geographic_info5
0.0,14/5/14,0.0,B,"9,153",96.88760196994046,N,23.076923076923077,4.166666666666666,D,100.0,100.0,43.47826086956522,T,82.04085887012717,N,0.0,ZA,0.0,25.0,N,0.0,D,100.0,26.923076923076923,11.538461538461538,53.84615384615385,0.0,N,CA
0.0009587819633937046,19/6/13,100.0,J,"9,691",0.005394823252103208,Y,26.923076923076923,87.5,F,0.0,50.0,0.0,P,8.147949611364245,Y,73.07692307692307,XR,28.57142857142857,24.76442424981703,Y,,O,0.0,34.61538461538461,57.692307692307686,30.76923076923077,100.0,Y,TX
0.0038351278535748183,6/2/15,,F,"8,793",0.0,,7.6923076923076925,100.0,E,,25.0,82.6086956521739,V,88.82188272432174,,23.076923076923077,XD,14.285714285714285,0.0,,,R,,46.15384615384615,19.230769230769234,50.0,,,NJ
0.006711473743755933,15/10/14,,C,1.0101,56.73766738217238,,53.84615384615385,0.0,K,,75.0,86.95652173913044,Q,10.332350576253015,,26.923076923076923,ZH,42.857142857142854,100.0,,,N,,7.6923076923076925,46.15384615384615,26.923076923076923,,,IL
0.0076702557071496365,30/3/15,,K,"9,685",0.038801228774742284,,30.76923076923077,,J,,0.0,30.434782608695656,K,91.04499836207152,,19.230769230769234,YH,85.71428571428571,50.0,,,J,,100.0,53.84615384615385,88.46153846153845,,,
0.009587819633937046,24/2/14,,E,"8,746",58.39761299820414,,34.61538461538461,,C,,,60.86956521739131,M,86.61514637124394,,30.76923076923077,YF,100.0,,,,I,,42.30769230769231,7.6923076923076925,84.61538461538461,,,
0.010546601597330752,13/5/15,,A,887,100.0,,19.230769230769234,,A,,,13.043478260869565,R,81.22189463652877,,92.3076923076923,XX,,,,,S,,19.230769230769234,96.15384615384616,96.15384615384616,,,
0.011505383560724456,18/5/15,,D,1.2006,0.038075002567728375,,11.538461538461538,,G,,,95.65217391304348,,82.73027785222908,,100.0,ZJ,,,,,Q,,69.23076923076923,38.46153846153847,76.92307692307693,,,
0.013422947487511865,12/2/14,,,"9,919",,,61.53846153846154,,I,,,8.695652173913043,,78.41656987998451,,69.23076923076923,XM,,,,,A,,30.76923076923077,42.30769230769231,65.38461538461539,,,
0.014381729450905571,18/5/14,,,"9,403",,,15.384615384615385,,H,,,26.08695652173913,,44.95815837279252,,38.46153846153847,YE,,,,,G,,65.38461538461539,100.0,69.23076923076923,,,
0.015340511414299273,23/8/13,,,"9,313",,,76.92307692307693,,B,,,56.52173913043478,,14.226153250543494,,42.30769230769231,ZR,,,,,H,,92.3076923076923,80.76923076923077,80.76923076923077,,,
0.01821685730448039,29/7/13,,,"9,482",,,38.46153846153847,,L,,,100.0,,78.02495607373656,,53.84615384615385,ZN,,,,,K,,23.076923076923077,30.76923076923077,19.230769230769234,,,
0.020134421231267796,7/1/15,,,"8,928",,,50.0,,,,,69.56521739130434,,13.070669168230145,,34.61538461538461,XH,,,,,L,,38.46153846153847,26.923076923076923,100.0,,,
0.021093203194661504,24/5/13,,,"9,223",,,80.76923076923077,,,,,73.91304347826086,,81.5658596146401,,7.6923076923076925,ZT,,,,,E,,50.0,92.3076923076923,73.07692307692307,,,
0.022051985158055204,31/12/14,,,"9,472",,,46.15384615384615,,,,,91.30434782608695,,85.94508472557253,,84.61538461538461,XO,,,,,F,,15.384615384615385,61.53846153846154,46.15384615384615,,,
0.02301076712144891,3/4/13,,,"8,922",,,42.30769230769231,,,,,39.130434782608695,,75.80630751362459,,46.15384615384615,ZG,,,,,M,,84.61538461538461,84.61538461538461,42.30769230769231,,,
0.023969549084842615,29/3/15,,,"9,566",,,57.692307692307686,,,,,65.21739130434783,,32.77494862860716,,61.53846153846154,XS,,,,,P,,76.92307692307693,23.076923076923077,38.46153846153847,,,
0.024928331048236323,8/10/13,,,"9,108",,,84.61538461538461,,,,,47.82608695652174,,5.884630274874177,,76.92307692307693,XW,,,,,,,57.692307692307686,76.92307692307693,61.53846153846154,,,
0.025887113011630027,15/7/14,,,"9,769",,,100.0,,,,,34.78260869565217,,92.82140623604039,,65.38461538461539,ZF,,,,,,,11.538461538461538,69.23076923076923,23.076923076923077,,,
0.02684589497502373,2/4/14,,,"8,945",,,65.38461538461539,,,,,4.3478260869565215,,13.517376932011077,,15.384615384615385,XE,,,,,,,53.84615384615385,65.38461538461539,92.3076923076923,,,
0.02780467693841743,22/1/13,,,1.2005,,,69.23076923076923,,,,,52.17391304347826,,85.94061764793473,,88.46153846153845,XB,,,,,,,88.46153846153845,34.61538461538461,57.692307692307686,,,
0.028763458901811142,29/8/13,,,"9,219",,,73.07692307692307,,,,,17.391304347826086,,54.93612078977933,,57.692307692307686,ZD,,,,,,,61.53846153846154,73.07692307692307,34.61538461538461,,,
